ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D,HJD_CODE,X,Y
3B0F367222,서울특별시 성동구 성수동2가,맛닭******,치킨18,서울 성동구,치킨,성수,20000906,,1120069000.0,205039.19999999067,449051.9999999958
4208C4C0A7,서울특별시 성동구 성수동2가,삼오***,,서울 성동구,식품 제조,성수,20160729,,1120069000.0,205039.19999999067,449051.9999999958
4208C4C0A7,서울특별시 성동구 성수동2가,삼오***,,서울 성동구,식품 제조,성수,20160729,,1120069000.0,205039.19999999067,449051.9999999958
838461E308,서울특별시 성동구 성수동2가,찐짜**,,서울 성동구,백반/가정식,성수,20150824,,1120069000.0,205039.19999999067,449051.9999999958
838461E308,서울특별시 성동구 성수동2가,찐짜**,,서울 성동구,백반/가정식,성수,20150824,,1120069000.0,205039.19999999067,449051.9999999958
E8E75C90BA,서울특별시 성동구 성수동2가,20****,,서울 성동구,한식-해물/생선,성수,20090804,,1120069000.0,205039.19999999067,449051.9999999958
E8E75C90BA,서울특별시 성동구 성수동2가,20****,,서울 성동구,한식-해물/생선,성수,20090804,,1120069000.0,205039.19999999067,449051.9999999958
37FE3D6CC0,서울특별시 성동구 성수동2가,빙아********,,서울 성동구,아이스크림/빙수,성수,20230421,,1120069000.0,205039.19999999067,449051.9999999958
37FE3D6CC0,서울특별시 성동구 성수동2가,빙아********,,서울 성동구,아이스크림/빙수,성수,20230421,,1120069000.0,205039.19999999067,449051.9999999958
BEFB51F3ED,서울특별시 성동구 장터3길 8,뚱이***,,서울 성동구,한식-감자탕,금남시장,20150407,,1120061500.0,201808.5800000473,449890.2200000256
BEFB51F3ED,서울특별시 성동구 장터3길 8,뚱이***,,서울 성동구,한식-감자탕,금남시장,20150407,,1120061500.0,201808.5800000473,449890.2200000256
4349A8302A,서울특별시 성동구 장터길 23,롯데******,햄버거1,서울 성동구,햄버거,금남시장,20150812,20250818.0,1120061500.0,201625.63999999294,449892.10000002524
4349A8302A,서울특별시 성동구 장터길 23,롯데******,햄버거1,서울 성동구,햄버거,금남시장,20150812,20250818.0,1120061500.0,201625.63999999294,449892.10000002524
9AE54FE931,서울특별시 성동구 장터길 25,두레******,베이커리2,서울 성동구,베이커리,금남시장,20080325,,1120061500.0,201652.59000000192,449879.0000000233
9AE54FE931,서울특별시 성동구 장터길 25,두레******,베이커리2,서울 성동구,베이커리,금남시장,20080325,,1120061500.0,201652.59000000192,449879.0000000233
4EE6AA4F0F,서울특별시 성동구 장터길 30,먹거****,,서울 성동구,한식-육류/고기,금남시장,20110303,,1120062000.0,201693.3399999753,449855.80999999953
4EE6AA4F0F,서울특별시 성동구 장터길 30,먹거****,,서울 성동구,한식-육류/고기,금남시장,20110303,,1120062000.0,201693.3399999753,449855.80999999953
0D30BE35C0,서울특별시 성동구 장터길 37,온달***,,서울 성동구,한식-육류/고기,금남시장,20150811,,1120061500.0,201775.89999996262,449876.37999999826
0D30BE35C0,서울특별시 성동구 장터길 37,온달***,,서울 성동구,한식-육류/고기,금남시장,20150811,,1120061500.0,201775.89999996262,449876.37999999826
99A8865F14,서울특별시 성동구 장터길 47,백미*,,서울 성동구,떡/한과 제조,금남시장,20011229,,1120061500.0,201876.9700000018,449880.39999999834
99A8865F14,서울특별시 성동구 장터길 47,백미*,,서울 성동구,떡/한과 제조,금남시장,20011229,,1120061500.0,201876.9700000018,449880.39999999834
D0ECE18966,서울특별시 성동구 장터길 47,진미**,,서울 성동구,한식-육류/고기,금남시장,20070214,,1120061500.0,201876.9700000018,449880.39999999834
D0ECE18966,서울특별시 성동구 장터길 47,진미**,,서울 성동구,한식-육류/고기,금남시장,20070214,,1120061500.0,201876.9700000018,449880.39999999834
D333ECD384,서울특별시 성동구 장터길 49,은하*,,서울 성동구,룸살롱/단란주점,금남시장,20050913,,1120061500.0,201889.77999999363,449879.63000000594
D333ECD384,서울특별시 성동구 장터길 49,은하*,,서울 성동구,룸살롱/단란주점,금남시장,20050913,,1120061500.0,201889.77999999363,449879.63000000594
C64FD46BFC,서울 성동구 행당로6길 2,덕흥***,,서울 성동구,축산물,,20001012,,1120056000.0,202241.86000002665,450652.44000001607
A4369EE806,서울특별시 성동구 행당로 79,비타***,,서울 성동구,반찬,행당,20151112,,1120057000.0,202430.4300000414,450964.55000002484
A4369EE806,서울특별시 성동구 행당로 79,비타***,,서울 성동구,반찬,행당,20151112,,1120057000.0,202430.4300000414,450964.55000002484
3C97811992,서울특별시 성동구 무수막길,강정***,,서울 성동구,치킨,신금호,20091029,,1120061500.0,201986.39000002714,450163.6000000234
3C97811992,서울특별시 성동구 무수막길,강정***,,서울 성동구,치킨,신금호,20091029,,1120061500.0,201986.39000002714,450163.6000000234
1527B8DFD5,서울특별시 성동구 무수막길,미스***,치킨21,서울 성동구,치킨,신금호,20121023,,1120061500.0,201986.39000002714,450163.6000000234
1527B8DFD5,서울특별시 성동구 무수막길,미스***,치킨21,서울 성동구,치킨,신금호,20121023,,1120061500.0,201986.39000002714,450163.6000000234
224AE94A24,서울특별시 성동구 상원12길,예*,,서울 성동구,백반/가정식,뚝섬,20121022,,1120066000.0,204415.36000002403,450130.3700000187
224AE94A24,서울특별시 성동구 상원12길,예*,,서울 성동구,백반/가정식,뚝섬,20121022,,1120066000.0,204415.36000002403,450130.3700000187
F1823DF685,서울특별시 성동구 금호로 151,포마***,분식19,서울 성동구,분식,신금호,20100624,,1120061500.0,201780.16000001048,450529.339999996
F1823DF685,서울특별시 성동구 금호로 151,포마***,분식19,서울 성동구,분식,신금호,20100624,,1120061500.0,201780.16000001048,450529.339999996
1361C9B25C,서울특별시 성동구 금호로 168,사와**,,서울 성동구,분식,신금호,20081229,,1120059000.0,201784.77999996804,450697.2600000206
1361C9B25C,서울특별시 성동구 금호로 168,사와**,,서울 성동구,분식,신금호,20081229,,1120059000.0,201784.77999996804,450697.2600000206
0616E5FFD3,서울특별시 성동구 금호로 17,마테****,,서울 성동구,양식,금남시장,20150320,,1120062000.0,202127.30999998905,449707.7800000189
0616E5FFD3,서울특별시 성동구 금호로 17,마테****,,서울 성동구,양식,금남시장,20150320,,1120062000.0,202127.30999998905,449707.7800000189
F20A9C3F30,서울특별시 성동구 금호로 17,해*,,서울 성동구,한식-육류/고기,금남시장,20120402,,1120062000.0,202127.30999998905,449707.7800000189
F20A9C3F30,서울특별시 성동구 금호로 17,해*,,서울 성동구,한식-육류/고기,금남시장,20120402,,1120062000.0,202127.30999998905,449707.7800000189
E014ED20D7,서울특별시 성동구 금호로 17,유어***,,서울 성동구,한식-단품요리일반,금남시장,20131016,,1120062000.0,202127.30999998905,449707.7800000189
E014ED20D7,서울특별시 성동구 금호로 17,유어***,,서울 성동구,한식-단품요리일반,금남시장,20131016,,1120062000.0,202127.30999998905,449707.7800000189
77E78C7C26,서울특별시 성동구 금호로 40,금호**************,,서울 성동구,요리주점,,20161202,,1120062000.0,202256.35000001529,449688.1600000183
77E78C7C26,서울특별시 성동구 금호로 40,금호**************,,서울 성동구,요리주점,,20161202,,1120062000.0,202256.35000001529,449688.1600000183
77E78C7C26,서울특별시 성동구 금호로 40,금호**************,,서울 성동구,요리주점,,20161202,,1120062000.0,202256.35000001529,449688.1600000183
77E78C7C26,서울특별시 성동구 금호로 40,금호**************,,서울 성동구,요리주점,,20161202,,1120062000.0,202256.35000001529,449688.1600000183
88B36E48D9,서울특별시 성동구 금호로 45,필라*******,,서울 성동구,룸살롱/단란주점,금남시장,20020124,,1120062000.0,202236.2700000099,449777.7800000258
88B36E48D9,서울특별시 성동구 금호로 45,필라*******,,서울 성동구,룸살롱/단란주점,금남시장,20020124,,1120062000.0,202236.2700000099,449777.7800000258
69BC027D6D,서울특별시 성동구 금호로 56,만족********,한식-육류/고기8,서울 성동구,한식-육류/고기,금남시장,20160822,,1120059000.0,202299.9499999787,449878.94000002206
69BC027D6D,서울특별시 성동구 금호로 56,만족********,한식-육류/고기8,서울 성동구,한식-육류/고기,금남시장,20160822,,1120059000.0,202299.9499999787,449878.94000002206
A7F9CAA110,서울특별시 성동구 금호로 66,대중*****,,서울 성동구,한식-육류/고기,,20151030,,1120059000.0,202318.97999999093,449973.58000002324
A7F9CAA110,서울특별시 성동구 금호로 66,대중*****,,서울 성동구,한식-육류/고기,,20151030,,1120059000.0,202318.97999999093,449973.58000002324
0286E31425,서울특별시 성동구 금호로 84,장미**,,서울 성동구,백반/가정식,,20150902,,1120059000.0,202282.33999996237,450150.07999999874
0286E31425,서울특별시 성동구 금호로 84,장미**,,서울 성동구,백반/가정식,,20150902,,1120059000.0,202282.33999996237,450150.07999999874
C26F430D81,서울특별시 성동구 금호로 86,삼덕**,,서울 성동구,미곡상,,20130605,,1120059000.0,202277.10999996838,450188.33999999514
C26F430D81,서울특별시 성동구 금호로 86,삼덕**,,서울 성동구,미곡상,,20130605,,1120059000.0,202277.10999996838,450188.33999999514
AE28C5ED57,서울특별시 성동구 난계로 32,지코*******,치킨27,서울 성동구,치킨,,20230727,,1120059000.0,202211.60000000466,450624.39000002475
AE28C5ED57,서울특별시 성동구 난계로 32,지코*******,치킨27,서울 성동구,치킨,,20230727,,1120059000.0,202211.60000000466,450624.39000002475
572B665575,서울특별시 성동구 난계로 35,이디***********,커피전문점6,서울 성동구,커피전문점,,20161123,,1120059000.0,202163.17000001055,450667.0600000217
572B665575,서울특별시 성동구 난계로 35,이디***********,커피전문점6,서울 성동구,커피전문점,,20161123,,1120059000.0,202163.17000001055,450667.0600000217
93F595E5D2,서울특별시 성동구 난계로 97,삼미**,,서울 성동구,한식-단품요리일반,,20150121,,1120052000.0,202087.03999998164,451254.8800000226
93F595E5D2,서울특별시 성동구 난계로 97,삼미**,,서울 성동구,한식-단품요리일반,,20150121,,1120052000.0,202087.03999998164,451254.8800000226
66FA72C189,서울특별시 성동구 둘레5길 15,지성**,,서울 성동구,백반/가정식,성수,20081103,,1120065000.0,204259.27999999656,448760.12000001536
66FA72C189,서울특별시 성동구 둘레5길 15,지성**,,서울 성동구,백반/가정식,성수,20081103,,1120065000.0,204259.27999999656,448760.12000001536
81FB160AA4,서울특별시 성동구 뚝섬로 404,풍년**,,서울 성동구,미곡상,성수,20070710,,1120067000.0,204893.8800000049,448786.63000002265
81FB160AA4,서울특별시 성동구 뚝섬로 404,풍년**,,서울 성동구,미곡상,성수,20070710,,1120067000.0,204893.8800000049,448786.63000002265
6D19A5E92A,서울특별시 성동구 뚝섬로 404,중국*,,서울 성동구,중식당,성수,20070808,,1120067000.0,204893.8800000049,448786.63000002265
6D19A5E92A,서울특별시 성동구 뚝섬로 404,중국*,,서울 성동구,중식당,성수,20070808,,1120067000.0,204893.8800000049,448786.63000002265
721715F255,서울특별시 성동구 마장로 137,퍼멘*****,,서울 성동구,베이커리,,20200831,,1120053500.0,202213.3699999945,452032.1599999983
721715F255,서울특별시 성동구 마장로 137,퍼멘*****,,서울 성동구,베이커리,,20200831,,1120053500.0,202213.3699999945,452032.1599999983
43F46BD63A,서울특별시 성동구 마장로 192,수원**,,서울 성동구,한식-육류/고기,,20130605,,1120053500.0,202737.0000000044,451889.71000000124
43F46BD63A,서울특별시 성동구 마장로 192,수원**,,서울 성동구,한식-육류/고기,,20130605,,1120053500.0,202737.0000000044,451889.71000000124
0400611A92,서울특별시 성동구 마장로 199,겨울**,,서울 성동구,백반/가정식,,20131031,,1120053500.0,202821.7299999622,451908.78000002477
0400611A92,서울특별시 성동구 마장로 199,겨울**,,서울 성동구,백반/가정식,,20131031,,1120053500.0,202821.7299999622,451908.78000002477
EC38BD01D9,서울특별시 성동구 마장로 211,소대**,,서울 성동구,백반/가정식,왕십리,20140806,,1120053500.0,202932.58999996068,451896.3700000145
EC38BD01D9,서울특별시 성동구 마장로 211,소대**,,서울 성동구,백반/가정식,왕십리,20140806,,1120053500.0,202932.58999996068,451896.3700000145
571F96C27E,서울특별시 성동구 마장로 223,김밥**,분식4,서울 성동구,분식,왕십리,20080619,,1120054000.0,203064.68000004155,451877.8800000199
571F96C27E,서울특별시 성동구 마장로 223,김밥**,분식4,서울 성동구,분식,왕십리,20080619,,1120054000.0,203064.68000004155,451877.8800000199
C18835BA2E,서울특별시 성동구 마장로 227,달리***,,서울 성동구,포장마차,왕십리,20050701,,1120054000.0,203098.66000000408,451867.7200000145
C18835BA2E,서울특별시 성동구 마장로 227,달리***,,서울 성동구,포장마차,왕십리,20050701,,1120054000.0,203098.66000000408,451867.7200000145
44EA134147,서울특별시 성동구 마장로 232,권가*,,서울 성동구,한식-육류/고기,왕십리,20131024,,1120053500.0,203145.4200000242,451831.58000002126
44EA134147,서울특별시 성동구 마장로 232,권가*,,서울 성동구,한식-육류/고기,왕십리,20131024,,1120053500.0,203145.4200000242,451831.58000002126
D86773997F,서울특별시 성동구 마장로 283,세계********,주류1,서울 성동구,주류,,20080613,,1120054000.0,203660.24999998687,451791.47000002547
D86773997F,서울특별시 성동구 마장로 283,세계********,주류1,서울 성동구,주류,,20080613,,1120054000.0,203660.24999998687,451791.47000002547
F3D0744667,서울특별시 성동구 마장로 296,비어**,호프/맥주3,서울 성동구,호프/맥주,,20060925,,1120054000.0,203777.53000003682,451797.1200000188
F3D0744667,서울특별시 성동구 마장로 296,비어**,호프/맥주3,서울 성동구,호프/맥주,,20060925,,1120054000.0,203777.53000003682,451797.1200000188
F3D0744667,서울특별시 성동구 마장로 296,비어**,호프/맥주3,서울 성동구,호프/맥주,,20060925,,1120054000.0,203777.53000003682,451797.1200000188
F3D0744667,서울특별시 성동구 마장로 296,비어**,호프/맥주3,서울 성동구,호프/맥주,,20060925,,1120054000.0,203777.53000003682,451797.1200000188
43195F0299,서울특별시 성동구 마장로 321,나*,,서울 성동구,백반/가정식,,20020403,,1120054000.0,203949.499999998,452001.8300000188
43195F0299,서울특별시 성동구 마장로 321,나*,,서울 성동구,백반/가정식,,20020403,,1120054000.0,203949.499999998,452001.8300000188
